id,activity_id,name
"3,192,903",MDC1.S.1640,PULL- URS to COLO-3
"3,192,904",MDC1.S.1770,PULL- URS to COLO-4
"3,192,906",MDC1.S.1730,"Pull- UMS to COLO-1,2,3"
"3,192,907",MDC1.S.1740,Pull- UMS to COLO-4
"3,192,909",MDC1.S.1600,Pull - JAZ to URS
"3,192,910",MDC1.S.1680,Pull - JAZ to UMS
"3,192,917",MDC1.S.1450,Term COLO -1 Cell-1 UPM
"3,192,927",MDC1.S.1430,Term COLO -1 Cell-2 UPM
"3,192,918",MDC1.S.1490,Term COLO -2 Cell-1 UPM
"3,192,928",MDC1.S.1530,Term COLO -2 Cell-2 UPM
"3,192,919",MDC1.S.1610,Term COLO -3 Cell-1 UPM
"3,192,929",MDC1.S.1660,Term COLO -3 Cell-2 UPM
"3,192,920",MDC1.S.1780,Term COLO -4 Cell-1 UPM
"3,192,930",MDC1.S.1810,Term COLO -4 Cell-2 UPM
"3,192,943",MDC1.S.1790,TERM- URS- Load Side
"3,192,941",MDC1.S.1700,Term URS- Line Side
"3,192,937",MDC1.S.1820,Term- UMS- Load side
"3,192,935",MDC1.S.1690,Term- UMS- Line Side
"3,192,936",MDC1.S.1800,Term- JAZ  to Structure- (Incl Stress Cones) from ums
"3,192,949",MDC1.S.1870,Curb & Gutter
"3,192,942",MDC1.S.1760,Term- JAS to URS- (Incl Stress Cones)
"3,193,351",MDC1.C1.C1430,Install/Dress/Test Production Fiber (Includes MOR rack set & Fiber runner)
"3,193,369",MDC1.C1.C3460,Install/Dress/Test Production Fiber (Includes MOR rack set & Fiber runner)
"3,193,387",MDC1.C1.C2440,Install/Dress/Test Production Fiber (Includes MOR rack set & Fiber runner)
"3,193,405",MDC1.C1.C4460,Install/Dress/Test Production Fiber (Includes MOR rack set & Fiber runner)
"3,193,639",MDC1.C2.C1440,Install/Dress/Test Production Fiber (Includes MOR rack set & Fiber runner)
"3,193,656",MDC1.C2.C3460,Install/Dress/Test Production Fiber (Includes MOR rack set & Fiber runner)
"3,193,673",MDC1.C2.C2450,Install/Dress/Test Production Fiber (Includes MOR rack set & Fiber runner)
"3,193,690",MDC1.C2.C4420,`
"3,193,922",MDC1.C3.C1460,Install/Dress/Test Production Fiber (Includes MOR rack set & Fiber runner)
"3,193,939",MDC1.C3.C3420,Install/Dress/Test Production Fiber (Includes MOR rack set & Fiber runner)
"3,193,956",MDC1.C3.C2460,Install/Dress/Test Production Fiber (Includes MOR rack set & Fiber runner)
"3,193,973",MDC1.C3.C4460,Install/Dress/Test Production Fiber (Includes MOR rack set & Fiber runner)
"3,194,210",MDC1.C4.C1460,Install/Dress/Test Production Fiber (Includes MOR rack set & Fiber runner)
"3,194,227",MDC1.C4.C3460,Install/Dress/Test Production Fiber (Includes MOR rack set & Fiber runner)
"3,194,244",MDC1.C4.C2460,Install/Dress/Test Production Fiber (Includes MOR rack set & Fiber runner)
"3,194,261",MDC1.C4.C4460,Install/Dress/Test Production Fiber (Includes MOR rack set & Fiber runner)
"3,192,834",MDC1.S.1540,Telecom-RNG Fiber Underground installation
"3,193,348",MDC1.C1.C1240,IDF Backbone Install
"3,192,835",MDC1.S.1830,Telecom-RNG Fiber CNR buildout
"3,193,366",MDC1.C1.C3260,IDF Backbone Install
"3,193,384",MDC1.C1.C2230,IDF Backbone Install
"3,193,402",MDC1.C1.C4260,IDF Backbone Install
"3,191,717",MDC1.C1.E1280,AHU - ROJ COLO-1 Cell- 1
"3,191,719",MDC1.C1.E1390,AHU - ROJ COLO-1 Cell- 3
"3,191,718",MDC1.C1.E1290,AHU - ROJ COLO-1 Cell- 2
"3,191,720",MDC1.C1.E1400,AHU - ROJ COLO-1 Cell- 4
"3,191,722",MDC1.C2.E1260,AHU - ROJ COLO-2 Cell- 1
"3,191,865",MDC1.C2.E1320,MSFT Delivery -AHU - ROJ COLO-2 Cell- 3
"3,191,723",MDC1.C2.E1270,AHU - ROJ COLO-2 Cell- 2
"3,191,724",MDC1.C2.E1330,AHU - ROJ COLO-2 Cell- 4
"3,191,727",MDC1.C3.E1140,AHU - ROJ COLO-3 Cell- 1
"3,191,729",MDC1.C3.E1300,AHU - ROJ COLO-3 Cell- 3
"3,191,728",MDC1.C3.E1150,AHU - ROJ COLO-3 Cell- 2
"3,191,730",MDC1.C3.E1310,AHU - ROJ COLO-3 Cell- 4
"3,191,873",MDC1.C4.E1280,MSFT Delivery -AHU - ROJ COLO-4 Cell- 1
"3,191,734",MDC1.C4.E1320,AHU - ROJ COLO-4 Cell- 3
"3,191,732",MDC1.C4.E1290,AHU - ROJ COLO-4 Cell- 2
"3,191,735",MDC1.C4.E1330,AHU - ROJ COLO-4 Cell- 4
"3,191,858",MDC1.C1.E1300,MSFT Delivery -AHU - ROJ COLO-1 Cell- 1(11/2/20)
"3,191,860",MDC1.C1.E1410,MSFT Delivery -AHU - ROJ COLO-1 Cell- 3
"3,191,859",MDC1.C1.E1310,MSFT Delivery -AHU - ROJ COLO-1 Cell- 2 (11/2/20)
"3,191,861",MDC1.C1.E1420,MSFT Delivery -AHU - ROJ COLO-1 Cell- 4
"3,191,863",MDC1.C2.E1280,MSFT Delivery -AHU - ROJ COLO-2 Cell- 1
"3,191,725",MDC1.C2.E1340,AHU - ROJ COLO-2 Cell- 3
"3,191,864",MDC1.C2.E1290,MSFT Delivery -AHU - ROJ COLO-2 Cell- 2
"3,191,866",MDC1.C2.E1350,MSFT Delivery -AHU - ROJ COLO-2 Cell- 4
"3,191,868",MDC1.C3.E1160,MSFT Delivery -AHU - ROJ COLO-3 Cell- 1
"3,191,870",MDC1.C3.E1320,MSFT Delivery -AHU - ROJ COLO-3 Cell- 3
"3,191,869",MDC1.C3.E1170,MSFT Delivery -AHU - ROJ COLO-3 Cell- 2
"3,191,871",MDC1.C3.E1330,MSFT Delivery -AHU - ROJ COLO-3 Cell- 4
"3,191,733",MDC1.C4.E1300,AHU - ROJ COLO-4 Cell- 1
"3,191,875",MDC1.C4.E1340,MSFT Delivery -AHU - ROJ COLO-4 Cell- 3
"3,191,874",MDC1.C4.E1310,MSFT Delivery -AHU - ROJ COLO-4 Cell- 2
"3,191,876",MDC1.C4.E1350,MSFT Delivery -AHU - ROJ COLO-4 Cell- 4
"3,191,738",MDC1.C1.E1000,UPM ROJ COLO-1 Cell-1
"3,191,879",MDC1.C1.E1010,MSFT Delivery -UPM ROJ COLO-1 Cell-1 (PSR ROJ -9/19/2020)
"3,191,740",MDC1.C1.E1080,UPM ROJ COLO-1 Cell-3
"3,191,881",MDC1.C1.E1090,MSFT Delivery -UPM ROJ COLO-1 Cell-3 (PSR ROJ -9/28/2020)
"3,191,880",MDC1.C1.E1020,MSFT Delivery -UPM ROJ COLO-1 Cell-2 (PSR ROJ -10/13/2020)
"3,191,739",MDC1.C1.E1030,UPM ROJ COLO-1 Cell-2
"3,191,741",MDC1.C1.E1100,UPM ROJ COLO-1 Cell-4
"3,191,882",MDC1.C1.E1110,MSFT Delivery -UPM ROJ COLO-1 Cell-4 (PSR ROJ -10/28/2020)
"3,191,743",MDC1.C2.E1000,UPM - ROJ - COLO2- Cell-1
"3,191,884",MDC1.C2.E1010,MSFT Delivery -UPM - ROJ - COLO2- Cell-1 (11/25/2020)
"3,191,745",MDC1.C2.E1080,UPM - ROJ - COLO2- Cell-3
"3,191,886",MDC1.C2.E1090,MSFT Delivery -UPM - ROJ - COLO2- Cell-3 (11/25/2020)
"3,191,885",MDC1.C2.E1020,MSFT Delivery -UPM - ROJ - COLO2- Cell-2 (11/25/2020)
"3,191,744",MDC1.C2.E1030,UPM - ROJ - COLO2- Cell-2
"3,191,746",MDC1.C2.E1100,UPM - ROJ - COLO2- Cell-4
"3,191,887",MDC1.C2.E1110,MSFT Delivery -UPM - ROJ - COLO2- Cell-4 (11/25/2020)
"3,191,748",MDC1.C3.E1000,UPM - ROJ - COLO3- Cell-1
"3,191,889",MDC1.C3.E1010,MSFT Delivery -UPM - ROJ - COLO3- Cell-1 (11/23/2020)
"3,191,750",MDC1.C3.E1080,UPM - ROJ - COLO3- Cell-3
"3,191,891",MDC1.C3.E1090,MSFTDelivery -UPM - ROJ - COLO3- Cell-3 (11/23/2020)
"3,191,749",MDC1.C3.E1020,UPM - ROJ - COLO3- Cell-2
"3,191,890",MDC1.C3.E1030,MSFT Delivery -UPM - ROJ - COLO3- Cell-2 (11/23/2020)
"3,191,751",MDC1.C3.E1100,UPM - ROJ - COLO3- Cell-4
"3,191,892",MDC1.C3.E1110,MSFT Delivery -UPM - ROJ - COLO3- Cell-4 (11/23/2020)
"3,191,753",MDC1.C4.E1000,UPM - ROJ - COLO-4 Cell- 1
"3,191,894",MDC1.C4.E1010,MSFT Delivery -UPM - ROJ - COLO-4 Cell- 1 (12/7/2020)
"3,191,755",MDC1.C4.E1080,UPM - ROJ - COLO-4 Cell- 3
"3,191,896",MDC1.C4.E1090,MSFT Delivery -UPM - ROJ - COLO-4 Cell- 3 (12/18/2020)
"3,191,895",MDC1.C4.E1020,MSFT Delivery -UPM - ROJ - COLO-4 Cell- 2 (12/7/2020)
"3,191,754",MDC1.C4.E1030,UPM - ROJ - COLO-4 Cell- 2
"3,191,756",MDC1.C4.E1100,UPM - ROJ - COLO-4 Cell- 4
"3,191,897",MDC1.C4.E1110,MSFT Delivery -UPM - ROJ - COLO-4 Cell- 4 (12/18/2020)
"3,191,759",MDC1.C1.E1120,Fluid Cooler - ROJ COLO -1 Cell- 1
"3,191,900",MDC1.C1.E1130,MSFT Delivery -Fluid Cooler - ROJ COLO -1 Cell- 1
"3,191,762",MDC1.C1.E1260,Fluid Cooler - ROJ COLO -1 Cell- 3
"3,191,903",MDC1.C1.E1270,MSFT Delivery -Fluid Cooler - ROJ COLO -1 Cell- 3
"3,191,760",MDC1.C1.E1160,Fluid Cooler - ROJ COLO -1 Cell- 2
"3,191,901",MDC1.C1.E1170,MSFT Delivery -Fluid Cooler - ROJ COLO -1 Cell- 2
"3,191,761",MDC1.C1.E1240,Fluid Cooler - ROJ COLO -1 Cell- 4
"3,191,902",MDC1.C1.E1250,MSFT Delivery -Fluid Cooler - ROJ COLO -1 Cell- 4
"3,191,764",MDC1.C2.E1140,Fluid Cooler - ROJ COLO -2 Cell-1
"3,191,905",MDC1.C2.E1150,MSFT Delivery -Fluid Cooler - ROJ COLO -2 Cell-1
"3,191,765",MDC1.C2.E1220,Fluid Cooler - ROJ COLO -2 Cell-3
"3,191,906",MDC1.C2.E1230,MSFT Delivery -Fluid Cooler - ROJ COLO -2 Cell-3
"3,191,766",MDC1.C2.E1240,Fluid Cooler - ROJ COLO -2 Cell-2
"3,191,907",MDC1.C2.E1250,MSFT Delivery -Fluid Cooler - ROJ COLO -2 Cell-2
"3,191,768",MDC1.C3.E1180,Fluid Cooler - ROJ COLO -3 Cell-1
"3,191,909",MDC1.C3.E1190,MSFT Delivery -Fluid Cooler - ROJ COLO -3 Cell-1
"3,191,769",MDC1.C3.E1200,Fluid Cooler - ROJ COLO -3 Cell-2
"3,191,910",MDC1.C3.E1210,MSFT Delivery -Fluid Cooler - ROJ COLO -3 Cell-2
"3,191,911",MDC1.C3.E1280,MSFT Delivery -Fluid Cooler - ROJ COLO -3 Cell-4
"3,191,770",MDC1.C3.E1290,Fluid Cooler - ROJ COLO -3 Cell-4
"3,191,772",MDC1.C4.E1140,Fluid Cooler - ROJ COLO -4 Cell-1
"3,191,913",MDC1.C4.E1150,MSFT Delivery -Fluid Cooler - ROJ COLO -4 Cell-1
"3,191,774",MDC1.C4.E1240,Fluid Cooler - ROJ COLO -4 Cell-3
"3,191,915",MDC1.C4.E1250,MSFT Delivery -Fluid Cooler - ROJ COLO -4 Cell-3
"3,191,773",MDC1.C4.E1160,Fluid Cooler - ROJ COLO -4 Cell-2
"3,191,914",MDC1.C4.E1170,MSFT Delivery -Fluid Cooler - ROJ COLO -4 Cell-2
"3,191,775",MDC1.C4.E1260,Fluid Cooler - ROJ COLO -4 Cell-4
"3,191,916",MDC1.C4.E1270,MSFT Delivery -Fluid Cooler - ROJ COLO -4 Cell-4
"3,191,778",MDC1.C1.E1040,Generator ROJ COLO 1- Cell-1
"3,191,919",MDC1.C1.E1050,MSFT Delivery -Generator ROJ COLO 1- Cell-1
"3,191,780",MDC1.C1.E1180,Generator ROJ COLO 1- Cell-3
"3,191,921",MDC1.C1.E1190,MSFT Delivery -Generator ROJ COLO 1- Cell-3
"3,191,779",MDC1.C1.E1060,Generator ROJ COLO 1- Cell-2
"3,191,920",MDC1.C1.E1070,MSFT Delivery -Generator ROJ COLO 1- Cell-2
"3,191,781",MDC1.C1.E1200,Generator ROJ COLO 1- Cell-4
"3,191,922",MDC1.C1.E1210,MSFT Delivery -Generator ROJ COLO 1- Cell-4
"3,191,924",MDC1.C2.E1040,MSFT Delivery -Generator ROJ COLO 2- Cell - 1
"3,191,783",MDC1.C2.E1050,Generator ROJ COLO 2- Cell - 1
"3,191,785",MDC1.C2.E1160,Generator ROJ COLO 2- Cell - 3
"3,191,926",MDC1.C2.E1170,MSFT Delivery -Generator ROJ COLO 2- Cell - 3
"3,191,784",MDC1.C2.E1060,Generator ROJ COLO 2- Cell - 2
"3,191,925",MDC1.C2.E1070,MSFT Delivery -Generator ROJ COLO 2- Cell - 2
"3,191,786",MDC1.C2.E1180,Generator ROJ COLO 2- Cell - 4
"3,191,927",MDC1.C2.E1190,MSFT Delivery -Generator ROJ COLO 2- Cell - 4
"3,191,788",MDC1.C3.E1040,Generator ROJ COLO 3- Cell - 1
"3,191,929",MDC1.C3.E1050,MSFT Delivery -Generator ROJ COLO 3- Cell - 1
"3,191,790",MDC1.C3.E1220,Generator ROJ COLO 3- Cell - 3
"3,191,931",MDC1.C3.E1230,MSFT Delivery -Generator ROJ COLO 3- Cell - 3
"3,191,789",MDC1.C3.E1060,Generator ROJ COLO 3- Cell - 2
"3,191,930",MDC1.C3.E1070,MSFT Delivery -Generator ROJ COLO 3- Cell - 2
"3,191,791",MDC1.C3.E1240,Generator ROJ COLO 3- Cell - 4
"3,191,932",MDC1.C3.E1250,MSFT Delivery -Generator ROJ COLO 3- Cell - 4
"3,191,795",MDC1.C4.E1180,Generator ROJ COLO 4- Cell - 3
"3,191,936",MDC1.C4.E1190,MSFT Delivery -Generator ROJ COLO 4- Cell - 3
"3,191,793",MDC1.C4.E1040,Generator ROJ COLO 4- Cell - 2
"3,191,934",MDC1.C4.E1050,MSFT Delivery -Generator ROJ COLO 4- Cell - 2
"3,191,796",MDC1.C4.E1200,Generator ROJ COLO 4- Cell - 4
"3,191,937",MDC1.C4.E1210,MSFT Delivery -Generator ROJ COLO 4- Cell - 4
"3,191,794",MDC1.C4.E1060,Generator ROJ COLO 4- Cell - 1
"3,191,935",MDC1.C4.E1070,MSFT Delivery -Generator ROJ COLO 4- Cell - 1
"3,191,799",MDC1.C1.E1340,PDU ROJ COLO-1 Cell-1
"3,191,940",MDC1.C1.E1350,MSFT Delivery -PDU ROJ COLO-1 Cell-1
"3,191,801",MDC1.C1.E1430,PDU ROJ COLO-1 Cell-3
"3,191,942",MDC1.C1.E1440,MSFT Delivery -PDU ROJ COLO-1 Cell-3
"3,191,800",MDC1.C1.E1360,PDU ROJ COLO-1 Cell-2
"3,191,941",MDC1.C1.E1370,MSFT Delivery -PDU ROJ COLO-1 Cell-2
"3,191,802",MDC1.C1.E1450,PDU ROJ COLO-1 Cell-4
"3,191,943",MDC1.C1.E1460,MSFT Delivery -PDU ROJ COLO-1 Cell-4
"3,191,804",MDC1.C2.E1370,PDU ROJ COLO-2 Cell-1
"3,191,945",MDC1.C2.E1380,MSFT Delivery -PDU ROJ COLO-2 Cell-1
"3,191,806",MDC1.C2.E1420,PDU ROJ COLO-2 Cell-3
"3,191,947",MDC1.C2.E1430,MSFT Delivery -PDU ROJ COLO-2 Cell-3
"3,191,805",MDC1.C2.E1390,PDU ROJ COLO-2 Cell-2
"3,191,946",MDC1.C2.E1400,MSFT Delivery -PDU ROJ COLO-2 Cell-2
"3,191,807",MDC1.C2.E1440,PDU ROJ COLO-2 Cell-4
"3,191,948",MDC1.C2.E1450,MSFT Delivery -PDU ROJ COLO-2 Cell-4
"3,191,809",MDC1.C3.E1380,PDU ROJ COLO-3 Cell-1
"3,191,950",MDC1.C3.E1390,MSFT Delivery -PDU ROJ COLO-3 Cell-1
"3,191,811",MDC1.C3.E1420,PDU ROJ COLO-3 Cell-3
"3,191,952",MDC1.C3.E1430,MSFT Delivery -PDU ROJ COLO-3 Cell-3
"3,191,810",MDC1.C3.E1400,PDU ROJ COLO-3 Cell-2
"3,191,951",MDC1.C3.E1410,MSFT Delivery -PDU ROJ COLO-3 Cell-2
"3,191,812",MDC1.C3.E1440,PDU ROJ COLO-3 Cell-4
"3,191,953",MDC1.C3.E1450,MSFT Delivery -PDU ROJ COLO-3 Cell-4
"3,191,814",MDC1.C4.E1400,PDU ROJ COLO-4 Cell-1
"3,191,955",MDC1.C4.E1410,MSFT Delivery -PDU ROJ COLO-4 Cell-1
"3,191,816",MDC1.C4.E1440,PDU ROJ COLO-4 Cell-3
"3,191,957",MDC1.C4.E1450,MSFT Delivery -PDU ROJ COLO-4 Cell-3
"3,191,815",MDC1.C4.E1420,PDU ROJ COLO-4 Cell-2
"3,191,956",MDC1.C4.E1430,MSFT Delivery -PDU ROJ COLO-4 Cell-2
"3,191,817",MDC1.C4.E1460,PDU ROJ COLO-4 Cell-4
"3,191,958",MDC1.C4.E1470,MSFT Delivery -PDU ROJ COLO-4 Cell-4
"3,191,819",MDC1-2503,UMS - ROJ
"3,191,820",MDC1-2504,URS - ROJ
"3,191,821",MDC1-2505,ATS- ROJ
"3,191,822",MDC1-2506,MSB - ROJ
"3,191,823",MDC1-2507,TCP - ROJ
"3,191,824",MDC1-2508,UPS- ROJ
"3,191,960",MDC1-2509,MSFT Delivery -UMS - ROJ
"3,191,961",MDC1-2510,MSFTDelivery -URS - ROJ
"3,191,962",MDC1-2511,MSFT Delivery -ATS- ROJ
"3,191,963",MDC1-2512,MSFT Delivery -MSB - ROJ
"3,191,964",MDC1-2513,MSFT Delivery -TCP - ROJ
"3,191,965",MDC1-2514,MSFT Delivery -UPS- ROJ
"3,191,618",MDC1-C1.P2200,IST Admin/COLO 1
"3,194,408",MDC1.C2.Cx4020,Punch List COLO-2
"3,194,473",MDC1.C3.Cx4020,Punch List COLO-3
"3,191,387",MWH.06.M6010,Project Completion
"3,192,948",MDC1.S.1860,Plant shutdown for winter
"3,194,538",MDC1.C4.Cx4020,Punch List COLO-4
"3,191,635",MDC1-C2.P2200,IST COLO 2
"3,191,652",MDC1-C3.P2200,IST COLO 3
"3,191,669",MDC1-C4.P2200,IST COLO 4
"3,191,828",MDC1-2527,MSFT Delivery -OFCI submittal release
"3,191,601",MDC1-2529,Weather Tight
"3,191,616",MDC1-C1.P2000,Construction Server- COLO-1
"3,191,633",MDC1-C2.P2000,Construction Server- COLO-2
"3,191,650",MDC1-C3.P2000,Construction Server- COLO-3
"3,191,667",MDC1-C4.P2000,Construction Server- COLO-4
"3,191,617",MDC1-C1.P2100,Ready for Network Install
"3,191,634",MDC1-C2.P2100,Ready for Network Install
"3,191,651",MDC1-C3.P2100,Ready for Network Install
"3,191,668",MDC1-C4.P2100,Ready for Network Install
"3,194,405",MDC1.C2.Cx4000,Security Commissioning (level2 with Corp net after IST)
"3,194,341",MDC1.C1.Cx4010,Security Commissioning (level2 with Corp net after IST)
"3,194,471",MDC1.C3.Cx4010,Security Commissioning (level2 with Corp net after IST)
"3,194,536",MDC1.C4.Cx4010,Security Commissioning (level2 with Corp net after IST)
"3,192,005",MDC1.D1.S1010,NOPC Letter #2- Late OFCI Vendor Approved Submittals
"3,192,007",MDC1.D1.S1030,URS/UMS Concrete Anchor and Vault Design
"3,192,008",MDC1.D1.S1040,URS/UMS Vault Submiital Review by EOR
"3,194,671",MDC1.D3.C1.C1010,Fluid Cooler RI prefabrication
"3,192,006",MDC1.D1.S1020,MSFT - Soft release on unapproved URS submittal
"3,191,829",MDC1-2535,MSFT Delivery - PDU submittal release
"3,191,830",MDC1-2536,MSFT Delivery - Admin Gen submittal release
"3,191,831",MDC1-2537,MSFT Delivery - COLO-1 Gen submittal release
"3,191,832",MDC1-2538,"MSFT Delivery - COLO-2,3,4 Gen submittal approval"
"3,191,833",MDC1-2539,MSFT Delivery - UPM submittal release
"3,191,834",MDC1-2540,MSFT Delivery - MER submittal COLO-1
"3,191,966",MDC1-2541,MSFT Delivery -ADMIN- GEN- ROJ
"3,192,036",MDC1.D3.C1.C1020,Fluid Cooler Panel installation
"3,192,037",MDC1.D3.C1.C1030,Fluid Cooler RI in place
"3,192,038",MDC1.D3.C1.C1040,Fluid Cooler Wire install and Term
"3,194,705",MDC1.D3.C1.C1050,Fluid Cooler QAQC and Cx
"3,194,673",MDC1.D3.C1.C3010,Fluid Cooler RI prefabrication
"3,192,040",MDC1.D3.C1.C3020,Fluid Cooler Panel installation
"3,192,041",MDC1.D3.C1.C3030,Fluid Cooler RI in place
"3,192,042",MDC1.D3.C1.C3040,Fluid Cooler Wire install and Term
"3,194,707",MDC1.D3.C1.C3050,Fluid Cooler QAQC and Cx
"3,194,672",MDC1.D3.C1.C2010,Fluid Cooler RI prefabrication
"3,192,044",MDC1.D3.C1.C2020,Fluid Cooler Panel installation
"3,192,045",MDC1.D3.C1.C2030,Fluid Cooler RI in place
"3,192,046",MDC1.D3.C1.C2040,Fluid Cooler Wire install and Term
"3,194,706",MDC1.D3.C1.C2050,Fluid Cooler QAQC and Cx
"3,194,674",MDC1.D3.C1.C4000,Fluid Cooler RI prefabrication
"3,192,048",MDC1.D3.C1.C4010,Fluid Cooler Panel installation
"3,192,049",MDC1.D3.C1.C4020,Fluid Cooler RI in place
"3,192,050",MDC1.D3.C1.C4030,Fluid Cooler Wire install and Term
"3,194,708",MDC1.D3.C1.C4040,Fluid Cooler QAQC and Cx
"3,194,675",MDC1.D3.C2.C1000,Fluid Cooler RI prefabrication
"3,192,053",MDC1.D3.C2.C1010,Fluid Cooler Panel installation
"3,192,054",MDC1.D3.C2.C1020,Fluid Cooler RI in place
"3,192,055",MDC1.D3.C2.C1030,Fluid Cooler Wire install and Term
"3,194,709",MDC1.D3.C2.C1040,Fluid Cooler QAQC and Cx
"3,194,677",MDC1.D3.C2.C3010,Fluid Cooler RI prefabrication
"3,192,057",MDC1.D3.C2.C3020,Fluid Cooler Panel installation
"3,192,058",MDC1.D3.C2.C3030,Fluid Cooler RI in place
"3,192,059",MDC1.D3.C2.C3040,Fluid Cooler Wire install and Term
"3,194,711",MDC1.D3.C2.C3050,Fluid Cooler QAQC and Cx
"3,194,676",MDC1.D3.C2.C2010,Fluid Cooler RI prefabrication
"3,192,061",MDC1.D3.C2.C2020,Fluid Cooler Panel installation
"3,192,062",MDC1.D3.C2.C2030,Fluid Cooler RI in place
"3,192,063",MDC1.D3.C2.C2040,Fluid Cooler Wire install and Term
"3,194,710",MDC1.D3.C2.C2050,Fluid Cooler QAQC and Cx
"3,194,678",MDC1.D3.C3.C1010,Fluid Cooler RI prefabrication
"3,192,066",MDC1.D3.C3.C1020,Fluid Cooler Panel installation
"3,192,067",MDC1.D3.C3.C1030,Fluid Cooler RI in place
"3,192,068",MDC1.D3.C3.C1040,Fluid Cooler Wire install and Term
"3,194,712",MDC1.D3.C3.C1050,Fluid Cooler QAQC and Cx
"3,194,679",MDC1.D3.C3.C2010,Fluid Cooler RI prefabrication
"3,192,070",MDC1.D3.C3.C2020,Fluid Cooler Panel installation
"3,192,071",MDC1.D3.C3.C2030,Fluid Cooler RI in place
"3,192,072",MDC1.D3.C3.C2040,Fluid Cooler Wire install and Term
"3,194,713",MDC1.D3.C3.C2050,Fluid Cooler QAQC and Cx
"3,194,680",MDC1.D3.C3.C4010,Fluid Cooler RI prefabrication
"3,192,074",MDC1.D3.C3.C4020,Fluid Cooler Panel installation
"3,192,075",MDC1.D3.C3.C4030,Fluid Cooler RI in place
"3,192,076",MDC1.D3.C3.C4040,Fluid Cooler Wire install and Term
"3,194,714",MDC1.D3.C3.C4050,Fluid Cooler QAQC and Cx
"3,194,681",MDC1.D3.C4.C1010,Fluid Cooler RI prefabrication
"3,192,079",MDC1.D3.C4.C1020,Fluid Cooler Panel installation
"3,192,080",MDC1.D3.C4.C1030,Fluid Cooler RI in place
"3,192,081",MDC1.D3.C4.C1040,Fluid Cooler Wire install and Term
"3,194,715",MDC1.D3.C4.C1050,Fluid Cooler QAQC and Cx
"3,194,683",MDC1.D3.C4.C3010,Fluid Cooler RI prefabrication
"3,192,083",MDC1.D3.C4.C3020,Fluid Cooler Panel installation
"3,192,084",MDC1.D3.C4.C3030,Fluid Cooler RI in place
"3,192,085",MDC1.D3.C4.C3040,Fluid Cooler Wire install and Term
"3,194,717",MDC1.D3.C4.C3050,Fluid Cooler QAQC and Cx
"3,194,682",MDC1.D3.C4.C2010,Fluid Cooler RI prefabrication
"3,192,087",MDC1.D3.C4.C2020,Fluid Cooler Panel installation
"3,192,088",MDC1.D3.C4.C2030,Fluid Cooler RI in place
"3,192,089",MDC1.D3.C4.C2040,Fluid Cooler Wire install and Term
"3,194,716",MDC1.D3.C4.C2050,Fluid Cooler QAQC and Cx
"3,194,684",MDC1.D3.C4.C4010,Fluid Cooler RI prefabrication
"3,192,091",MDC1.D3.C4.C4020,Fluid Cooler Panel installation
"3,192,092",MDC1.D3.C4.C4030,Fluid Cooler RI in place
"3,192,093",MDC1.D3.C4.C4040,Fluid Cooler Wire install and Term
"3,194,718",MDC1.D3.C4.C4050,Fluid Cooler QAQC and Cx
"3,191,967",MDC1-2621,MSFT Delivery - ADMIN - UPM - ROJ
"3,191,825",MDC1-2622,Admin Gen- ROJ
"3,193,495",MDC1.C2.C1135,Set Gen Stack / Exhaust duct
"3,193,204",MDC1.C1.C1135,Set Gen Stack / Exhaust duct
"3,193,229",MDC1.C1.C3135,Set Gen Stack / Exhaust duct
"3,193,256",MDC1.C1.C2135,Set Gen Stack / Exhaust duct
"3,193,282",MDC1.C1.C4135,Set Gen Stack / Exhaust duct
"3,193,544",MDC1.C2.C2135,Set Gen Stack / Exhaust duct
"3,193,520",MDC1.C2.C3135,Set Gen Stack / Exhaust duct
"3,193,568",MDC1.C2.C4135,Set Gen Stack / Exhaust duct
"3,193,775",MDC1.C3.C1135,Set Gen Stack / Exhaust duct
"3,193,799",MDC1.C3.C3135,Set Gen Stack / Exhaust duct
"3,193,822",MDC1.C3.C2135,Set Gen Stack / Exhaust duct
"3,193,850",MDC1.C3.C4135,Set Gen Stack / Exhaust duct
"3,194,061",MDC1.C4.C1135,Set Gen Stack / Exhaust duct
"3,194,087",MDC1.C4.C3135,Set Gen Stack / Exhaust duct
"3,194,113",MDC1.C4.C2135,Set Gen Stack / Exhaust duct
"3,194,139",MDC1.C4.C4135,Set Gen Stack / Exhaust duct
"3,193,097",MDC1.AD.A1135,Set Gen Stack / Exhaust duct
"3,193,013",MDC1.C2.CS1120,Erect Interior Structural Steel
"3,193,054",MDC1.C4.CS1120,Erect Interior Structural Steel
"3,193,031",MDC1.C3.CS1120,Erect Interior Structural Steel
"3,191,826",MDC1-2624,UPM - ROJ
"3,192,095",MDC1.D4.S1010,DRB#2 Approval
"3,192,097",MDC1.D4.S1020,ADMIN Overhead Rough-in (DRB#2)
"3,192,098",MDC1.D4.S1030,ADMIN Electrical Room Build out (DRB#2)
"3,192,099",MDC1.D4.S1040,ADMIN Lighting installation (DRB#2)
"3,194,606",MDC1.D4.C1.C1010,Overhead Rough-in  Additional Lighting and Branch (DRB#2)
"3,194,608",MDC1.D4.C1.C1030,COLO Lighting installation (DRB#2)
"3,194,607",MDC1.D4.C1.C1020,COLO Fluid Cooler Heat Trace Installation (DRB#2)
